Effectiveness,Extendibility,Flexibility,Functionality,Reusability,Understandability,Entities
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.TaskEditorCopyAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.TaskListElementPropertiesAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.TaskNavigateDropDownAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.TaskSelectionDialog
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.TaskWorkingSetAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.ToggleAllWorkingSetsAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.ToggleWorkingSetAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.commands.AddTaskRepositoryHandler
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.commands.RemoteTaskSelectionDialog
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.commands.TaskRepositoryParameterValues
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.editors.AttachmentTableLabelProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.editors.AttachmentsTableContentProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.editors.CategoryEditor
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.editors.CategoryEditorInput
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.editors.ContentOutlineTools
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.editors.EditorBusyIndicator
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.editors.IBusyEditor
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.editors.IRepositoryTaskAttributeListener
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.editors.IRepositoryTaskSelection
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.editors.RepositoryAttachmentEditorInput
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.editors.RepositoryTaskOutlineComparer
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.editors.RepositoryTaskOutlineNode
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.editors.RepositoryTaskOutlinePage
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.editors.RepositoryTaskSelection
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.editors.RepositoryTextViewer
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.editors.RepositoryViewerConfig
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.editors.SpellingDialog
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.editors.TaskEditorActionContributor
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.editors.TaskEditorInputFactory
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.editors.TaskHyperlinkDetector
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.editors.TaskPlanningEditor
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.editors.TaskSpellingReconcileStrategy
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.editors.TaskUrlHyperlink
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.editors.TaskUrlHyperlinkDetector
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.planner.CompletedTaskCollector
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.planner.DateSelectionDialog
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.planner.ITaskCollector
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.planner.ITaskPlannerContentProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.planner.InProgressTaskCollector
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.planner.OpenTaskEditorAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.planner.PlannedTasksContentProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.planner.ReminderCellEditor
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.planner.RemoveTaskAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.planner.TaskActivityContentProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.planner.TaskActivityEditorInput
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.planner.TaskActivityEditorPart
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.planner.TaskActivitySorter
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.planner.TaskActivityWizard
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.planner.TaskActivityWizardPage
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.planner.TaskPlanContentProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.planner.TaskPlanLabelProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.planner.TaskPlanSorter
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.planner.TaskPlannerLabelProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.planner.TaskReportGenerator
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.preferences.TaskFocusedUiPreferencePage
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.preferences.TasksUiPreferencePage
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.properties.ProjectPropertiesLinkProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.properties.ProjectTaskRepositoryPage
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.search.AbstractRepositorySearchQuery
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.search.CreateQueryFromSearchAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.search.OpenSearchResultAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.search.RepositorySearchResultView
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.search.SearchResultContentProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.search.SearchResultSortAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.search.SearchResultSorterDescription
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.search.SearchResultSorterId
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.search.SearchResultSorterPriority
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.search.SearchResultTableContentProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.search.SearchScoreComputerAdapterFactory
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.util.BackgroundSaveTimer
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.util.DelegatingTaskExternalizer
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.util.IBackgroundSaveListener
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.util.TaskDataExportJob
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.util.TaskListSaveManager
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.util.TaskListWriter
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.util.TasksUiExtensionReader
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.util.WebBrowserDialog
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.views.AbstractFilteredTree
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.views.AdaptiveRefreshPolicy
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.views.CustomTaskListDecorationDrawer
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.views.DatePickerPanel
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.views.IFilteredTreeListener
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.views.ITaskListPresentation
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.views.PriorityDropDownAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.views.RepositoryOfflineAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.views.ResetRepositoryConfigurationAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.views.SortyByDropDownAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.views.TableDecoratingLabelProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.views.TaskActivationHistory
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.views.TaskActivityLabelProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.views.TaskElementLabelProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.views.TaskInputDialog
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.views.TaskKeyComparator
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.views.TaskListCellModifier
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.views.TaskListContentProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.views.TaskListDragSourceListener
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.views.TaskListDropAdapter
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.views.TaskListFilteredTree
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.views.TaskListTableSorter
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.views.TaskListToolTipHandler
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.views.TaskListView
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.views.TaskRepositoriesSorter
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.views.TaskRepositoriesView
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.views.TaskRepositoryLabelProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.views.TaskScheduleContentProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.views.TaskTableLabelProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.views.WorkweekProgressBar
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.wizards.AbstractRepositoryClientWizard
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.wizards.AddExistingTaskWizard
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.wizards.CommonAddExistingTaskWizard
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.wizards.ContextAttachWizard
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.wizards.ContextAttachWizardPage
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.wizards.ContextRetrieveWizard
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.wizards.ContextRetrieveWizardPage
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.wizards.EditRepositoryWizard
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.wizards.ExistingTaskWizardPage
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.wizards.InputAttachmentSourcePage
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.wizards.MultiRepositoryAwareWizard
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.wizards.NewAttachmentPage
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.wizards.NewAttachmentWizard
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.wizards.NewAttachmentWizardDialog
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.wizards.NewLocalCategoryWizard
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.wizards.NewLocalTaskWizard
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.wizards.NewQueryWizard
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.wizards.NewRepositoryWizard
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.wizards.NewTaskPage
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.wizards.NewTaskWizard
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.wizards.NewWebTaskPage
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.wizards.PreviewAttachmentPage
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.wizards.SelectRepositoryClientPage
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.wizards.SelectRepositoryPage
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.wizards.TaskDataExportWizard
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.wizards.TaskDataExportWizardPage
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.wizards.TaskDataImportWizard
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.wizards.TaskDataImportWizardPage
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.workingsets.TaskWorkingSetAdapterFactory
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.workingsets.TaskWorkingSetElementAdapter
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.workingsets.TaskWorkingSetElementFactory
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.workingsets.TaskWorkingSetPage
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.workingsets.TaskWorkingSetUpdater
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.team.ccvs.CommitContextWizard
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.team.ccvs.CvsActiveChangeSetProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.team.ccvs.CvsCommitWorkflowProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.team.ccvs.CvsLinkedTaskInfoAdapterFactory
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.team.ui.AbstractCommitWorkflowProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.team.ui.ContextActiveChangeSetManager
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.team.ui.ContextChangeSet
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.team.ui.ContextChangeSetDecorator
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.team.ui.FocusedTeamExtensionPointReader
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.team.ui.FocusedTeamUiPlugin
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.team.ui.LinkedTaskInfo
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.team.ui.LinkedTaskInfoAdapterFactory
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.team.ui.actions.AddToTaskContextAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.team.ui.actions.ApplyPatchAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.team.ui.actions.CommitContextAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.team.ui.actions.OpenCorrespondingTaskAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.team.ui.actions.TaskResourceMappingActionProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.team.ui.preferences.FocusedTeamPreferencePage
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.team.ui.preferences.workaround.README
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.team.ui.preferences.workaround.RegExContentProposalProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.team.ui.preferences.workaround.RegExMessages
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.team.ui.templates.CommitTemplateManager
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.team.ui.templates.CommitTemplateVariables
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.team.ui.templates.TemplateHandlerContentProposalProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.AbstractTracClient
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.ITracClient
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.InvalidTicketException
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.TracAttachmentHandler
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.TracAttributeFactory
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.TracClientData
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.TracClientFactory
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.TracClientManager
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.TracCorePlugin
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.TracException
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.TracLoginException
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.TracNoSuchMethodException
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.TracPermissionDeniedException
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.TracRemoteException
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.TracRepositoryConnector
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.TracRepositoryQuery
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.TracStatus
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.TracTask
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.TracTaskDataHandler
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.TracWebClient
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.TracXmlRpcClient
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.model.TracAttachment
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.model.TracAttribute
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.model.TracComment
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.model.TracComponent
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.model.TracMilestone
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.model.TracPriority
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.model.TracSearch
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.model.TracSearchFilter
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.model.TracSeverity
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.model.TracTicket
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.model.TracTicketAttribute
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.model.TracTicketField
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.model.TracTicketResolution
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.model.TracTicketStatus
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.model.TracTicketType
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.trac.core.model.TracVersion
